file_name,accession,name,full_header
PP516537.fasta,PP516537.1,"Betula pendula subsp. pendula voucher UA-KM-3Bp chloroplast, complete genome","PP516537.1 Betula pendula subsp. pendula voucher UA-KM-3Bp chloroplast, complete genome"
PP545465.fasta,PP545465.1,"Betula pubescens voucher UA-DS-3Bp chloroplast, complete genome","PP545465.1 Betula pubescens voucher UA-DS-3Bp chloroplast, complete genome"
OQ579166.fasta,OQ579166.1,"Biancaea decapetala chloroplast, complete genome","OQ579166.1 Biancaea decapetala chloroplast, complete genome"
PV567383.fasta,PV567383.1,"Bidens alba var. radiata chloroplast, complete genome","PV567383.1 Bidens alba var. radiata chloroplast, complete genome"
PV870766.fasta,PV870766.1,"Bionia pedicellata voucher Queiroz 16045-HUEFS chloroplast, complete genome","PV870766.1 Bionia pedicellata voucher Queiroz 16045-HUEFS chloroplast, complete genome"
PZ301186.fasta,PZ301186.1,"Bistorta affinis chloroplast, complete genome","PZ301186.1 Bistorta affinis chloroplast, complete genome"
PP328779.fasta,PP328779.1,"Bistorta vivipara chloroplast, complete genome","PP328779.1 Bistorta vivipara chloroplast, complete genome"
PV870737.fasta,PV870737.1,"Bituminaria bituminosa voucher 1912-MO chloroplast, complete genome","PV870737.1 Bituminaria bituminosa voucher 1912-MO chloroplast, complete genome"
PV409671.fasta,PV409671.1,"Blandfordia cunninghamii chloroplast, complete genome","PV409671.1 Blandfordia cunninghamii chloroplast, complete genome"
PQ571141.fasta,PQ571141.1,"Blepharoglossum condylobulbon chloroplast, complete genome","PQ571141.1 Blepharoglossum condylobulbon chloroplast, complete genome"
PP216483.fasta,PP216483.1,"Bletilla ochracea chloroplast, complete genome","PP216483.1 Bletilla ochracea chloroplast, complete genome"
OR884979.fasta,OR884979.1,"Blitum bonus-henricus chloroplast, complete genome","OR884979.1 Blitum bonus-henricus chloroplast, complete genome"
OR884978.fasta,OR884978.1,"Blitum virgatum subsp. virgatum chloroplast, complete genome","OR884978.1 Blitum virgatum subsp. virgatum chloroplast, complete genome"
PX394520.fasta,PX394520.1,"Blumea axillaris chloroplast, complete genome","PX394520.1 Blumea axillaris chloroplast, complete genome"
PV870676.fasta,PV870676.1,"Bobgunnia madagascariensis voucher Liu Jian-Liu Jian chloroplast, complete genome","PV870676.1 Bobgunnia madagascariensis voucher Liu Jian-Liu Jian chloroplast, complete genome"
PX316406.fasta,PX316406.1,"Bocquillonia castaneifolia chloroplast, complete genome","PX316406.1 Bocquillonia castaneifolia chloroplast, complete genome"
PQ766620.fasta,PQ766620.1,"Boehmeria clidemioides var. diffusa isolate XYZM chloroplast, complete genome","PQ766620.1 Boehmeria clidemioides var. diffusa isolate XYZM chloroplast, complete genome"
PV415133.fasta,PV415133.1,"Boehmeria japonica chloroplast, complete genome","PV415133.1 Boehmeria japonica chloroplast, complete genome"
PX240024.fasta,PX240024.1,"Boehmeria nivea chloroplast, complete genome","PX240024.1 Boehmeria nivea chloroplast, complete genome"
OR643823.fasta,OR643823.1,"Boehmeria tricuspis chloroplast, complete genome","OR643823.1 Boehmeria tricuspis chloroplast, complete genome"
OR832744.fasta,OR832744.1,"Bombax ceiba chloroplast, complete genome","OR832744.1 Bombax ceiba chloroplast, complete genome"
PX694244.fasta,PX694244.1,"Bombycidendron grewiifolium isolate M10 chloroplast, complete genome","PX694244.1 Bombycidendron grewiifolium isolate M10 chloroplast, complete genome"
PX694238.fasta,PX694238.1,"Bombycidendron vidalianum isolate M04 chloroplast, complete genome","PX694238.1 Bombycidendron vidalianum isolate M04 chloroplast, complete genome"
PP056266.fasta,PP056266.1,"Bonnaya antipoda isolate DBS00228 chloroplast, complete genome","PP056266.1 Bonnaya antipoda isolate DBS00228 chloroplast, complete genome"
PV870801.fasta,PV870801.1,"Bossiaea bracteosa voucher Yi14818-KUN chloroplast, complete genome","PV870801.1 Bossiaea bracteosa voucher Yi14818-KUN chloroplast, complete genome"
PQ586176.fasta,PQ586176.1,"Boswellia bullata chloroplast, complete genome","PQ586176.1 Boswellia bullata chloroplast, complete genome"
PQ586133.fasta,PQ586133.1,"Boswellia dioscoridis chloroplast, complete genome","PQ586133.1 Boswellia dioscoridis chloroplast, complete genome"
PQ586177.fasta,PQ586177.1,"Boswellia elongata chloroplast, complete genome","PQ586177.1 Boswellia elongata chloroplast, complete genome"
PQ586134.fasta,PQ586134.1,"Boswellia frereana chloroplast, complete genome","PQ586134.1 Boswellia frereana chloroplast, complete genome"
PQ594818.fasta,PQ594818.1,"Boswellia serrata chloroplast, complete genome","PQ594818.1 Boswellia serrata chloroplast, complete genome"
PQ594819.fasta,PQ594819.1,"Boswellia sp. SA-2024a chloroplast, complete genome","PQ594819.1 Boswellia sp. SA-2024a chloroplast, complete genome"
PZ289360.fasta,PZ289360.1,"Bothriospermum chinense chloroplast, complete genome","PZ289360.1 Bothriospermum chinense chloroplast, complete genome"
OR166988.fasta,OR166988.1,"Botryodiscia tetrandra isolate Y62 chloroplast, complete genome","OR166988.1 Botryodiscia tetrandra isolate Y62 chloroplast, complete genome"
OR609363.1.fasta,OR609363.1,"Botrypus virginianus chloroplast, complete genome","OR609363.1 Botrypus virginianus chloroplast, complete genome"
OR344375.fasta,OR344375.1,"Bougainvillea buttiana cultivar Double Salmon chloroplast, complete genome","OR344375.1 Bougainvillea buttiana cultivar Double Salmon chloroplast, complete genome"
OR344374.fasta,OR344374.1,"Bougainvillea glabra cultivar Los Banos Beauty chloroplast, complete genome","OR344374.1 Bougainvillea glabra cultivar Los Banos Beauty chloroplast, complete genome"
OR344369.fasta,OR344369.1,"Bougainvillea hybrid cultivar cultivar Barbara Karst chloroplast, complete genome","OR344369.1 Bougainvillea hybrid cultivar cultivar Barbara Karst chloroplast, complete genome"
OR344378.fasta,OR344378.1,"Bougainvillea sp. 1 DML-2023 chloroplast, complete genome","OR344378.1 Bougainvillea sp. 1 DML-2023 chloroplast, complete genome"
PX309508.fasta,PX309508.1,"Bougainvillea spectabilis chloroplast, complete genome","PX309508.1 Bougainvillea spectabilis chloroplast, complete genome"
OP133591.fasta,OP133591.1,"Bousigonia angustifolia voucher C.F. Zhang et al. 5998 chloroplast, complete genome","OP133591.1 Bousigonia angustifolia voucher C.F. Zhang et al. 5998 chloroplast, complete genome"
PQ851672.fasta,PQ851672.1,"Brachybotrys paridiformis chloroplast, complete genome","PQ851672.1 Brachybotrys paridiformis chloroplast, complete genome"
PQ149858.fasta,PQ149858.1,"Brachycorythis henryi isolate CYBYL chloroplast, complete genome","PQ149858.1 Brachycorythis henryi isolate CYBYL chloroplast, complete genome"
PQ149859.fasta,PQ149859.1,"Brachycorythis menglianensis isolate MLBYL chloroplast, complete genome","PQ149859.1 Brachycorythis menglianensis isolate MLBYL chloroplast, complete genome"
PX652375.fasta,PX652375.1,"Brachyglottis kirkii voucher US chloroplast, complete genome","PX652375.1 Brachyglottis kirkii voucher US chloroplast, complete genome"
PQ846075.fasta,PQ846075.1,"Brassica juncea subsp. napiformis chloroplast, complete genome","PQ846075.1 Brassica juncea subsp. napiformis chloroplast, complete genome"
PX240752.fasta,PX240752.1,"Brassica juncea var. multiceps chloroplast, complete genome","PX240752.1 Brassica juncea var. multiceps chloroplast, complete genome"
PV294938.fasta,PV294938.1,"Brassica napus cultivar Abasin-95 chloroplast, complete genome","PV294938.1 Brassica napus cultivar Abasin-95 chloroplast, complete genome"
PV995100.fasta,PV995100.1,"Brassica rapa subsp. chinensis isolate LCX-026 chloroplast, complete genome","PV995100.1 Brassica rapa subsp. chinensis isolate LCX-026 chloroplast, complete genome"
PV995108.fasta,PV995108.1,"Brassica rapa subsp. narinosa isolate NHCC-hei-001-1 chloroplast, complete genome","PV995108.1 Brassica rapa subsp. narinosa isolate NHCC-hei-001-1 chloroplast, complete genome"
PX244600.fasta,PX244600.1,"Brassica rapa var. parachinensis chloroplast, complete genome","PX244600.1 Brassica rapa var. parachinensis chloroplast, complete genome"
PQ783626.fasta,PQ783626.1,"Brassica tournefortii chloroplast, complete genome","PQ783626.1 Brassica tournefortii chloroplast, complete genome"
PX283821.fasta,PX283821.1,"Braya humilis chloroplast, complete genome","PX283821.1 Braya humilis chloroplast, complete genome"
PQ068595.fasta,PQ068595.1,"Bredia enchengensis isolate Liu851new chloroplast, complete genome","PQ068595.1 Bredia enchengensis isolate Liu851new chloroplast, complete genome"
PQ068613.fasta,PQ068613.1,"Bredia esquirolii isolate Liu769_4 chloroplast, complete genome","PQ068613.1 Bredia esquirolii isolate Liu769_4 chloroplast, complete genome"
PQ068620.fasta,PQ068620.1,"Bredia esquirolii var. cordata isolate Liu749_1 chloroplast, complete genome","PQ068620.1 Bredia esquirolii var. cordata isolate Liu749_1 chloroplast, complete genome"
PQ068634.fasta,PQ068634.1,"Bredia fordii isolate Liu739_5 chloroplast, complete genome","PQ068634.1 Bredia fordii isolate Liu739_5 chloroplast, complete genome"
PQ068662.fasta,PQ068662.1,"Bredia fordii var. micrantha isolate Liu880_5 chloroplast, complete genome","PQ068662.1 Bredia fordii var. micrantha isolate Liu880_5 chloroplast, complete genome"
PQ068666.fasta,PQ068666.1,"Bredia latisepala isolate Liu557_4 chloroplast, complete genome","PQ068666.1 Bredia latisepala isolate Liu557_4 chloroplast, complete genome"
PQ068679.fasta,PQ068679.1,"Bredia longearistata isolate Liu881_2 chloroplast, complete genome","PQ068679.1 Bredia longearistata isolate Liu881_2 chloroplast, complete genome"
PQ068691.fasta,PQ068691.1,"Bredia repens isolate Liu746 chloroplast, complete genome","PQ068691.1 Bredia repens isolate Liu746 chloroplast, complete genome"
PQ068696.fasta,PQ068696.1,"Bredia sp. isolate Liu757_5 chloroplast, complete genome","PQ068696.1 Bredia sp. isolate Liu757_5 chloroplast, complete genome"
PQ068705.fasta,PQ068705.1,"Bredia tuberculata isolate Liu629_4 chloroplast, complete genome","PQ068705.1 Bredia tuberculata isolate Liu629_4 chloroplast, complete genome"
PQ068713.fasta,PQ068713.1,"Bredia yunnanensis isolate Liu627_4 chloroplast, complete genome","PQ068713.1 Bredia yunnanensis isolate Liu627_4 chloroplast, complete genome"
OR187838.fasta,OR187838.1,"Breynia androgyna chloroplast, complete genome","OR187838.1 Breynia androgyna chloroplast, complete genome"
PX309509.fasta,PX309509.1,"Breynia disticha chloroplast, complete genome","PX309509.1 Breynia disticha chloroplast, complete genome"
PZ316348.fasta,PZ316348.1,"Breynia vitis-idaea chloroplast, complete genome","PZ316348.1 Breynia vitis-idaea chloroplast, complete genome"
PP328780.fasta,PP328780.1,"Briza media chloroplast, complete genome","PP328780.1 Briza media chloroplast, complete genome"
PP328785.fasta,PP328785.1,"Bromus benekenii chloroplast, complete genome","PP328785.1 Bromus benekenii chloroplast, complete genome"
PP328784.fasta,PP328784.1,"Bromus condensatus subsp. microtrichus chloroplast, complete genome","PP328784.1 Bromus condensatus subsp. microtrichus chloroplast, complete genome"
PP328783.fasta,PP328783.1,"Bromus diandrus chloroplast, complete genome","PP328783.1 Bromus diandrus chloroplast, complete genome"
PP328781.fasta,PP328781.1,"Bromus hordeaceus subsp. hordeaceus chloroplast, complete genome","PP328781.1 Bromus hordeaceus subsp. hordeaceus chloroplast, complete genome"
PP328782.fasta,PP328782.1,"Bromus inermis subsp. inermis chloroplast, complete genome","PP328782.1 Bromus inermis subsp. inermis chloroplast, complete genome"
PP328786.fasta,PP328786.1,"Bromus sterilis chloroplast, complete genome","PP328786.1 Bromus sterilis chloroplast, complete genome"
PP328787.fasta,PP328787.1,"Bromus tectorum chloroplast, complete genome","PP328787.1 Bromus tectorum chloroplast, complete genome"
PP584595.fasta,PP584595.1,"Broussonetia kaempferi chloroplast, complete genome","PP584595.1 Broussonetia kaempferi chloroplast, complete genome"
PQ826491.fasta,PQ826491.1,"Broussonetia kazinoki chloroplast, complete genome","PQ826491.1 Broussonetia kazinoki chloroplast, complete genome"
PP577929.fasta,PP577929.1,"Broussonetia kurzii chloroplast, complete genome","PP577929.1 Broussonetia kurzii chloroplast, complete genome"
PP584592.fasta,PP584592.1,"Broussonetia monoica chloroplast, complete genome","PP584592.1 Broussonetia monoica chloroplast, complete genome"
PP584596.fasta,PP584596.1,"Broussonetia papyrifera chloroplast, complete genome","PP584596.1 Broussonetia papyrifera chloroplast, complete genome"
PV870776.fasta,PV870776.1,"Brownea ariza voucher Yi14429-KUN chloroplast, complete genome","PV870776.1 Brownea ariza voucher Yi14429-KUN chloroplast, complete genome"
PV870701.fasta,PV870701.1,"Browneopsis ucayalina voucher 15391-MO chloroplast, complete genome","PV870701.1 Browneopsis ucayalina voucher 15391-MO chloroplast, complete genome"
PX309510.fasta,PX309510.1,"Brugmansia arborea chloroplast, complete genome","PX309510.1 Brugmansia arborea chloroplast, complete genome"
PP952455.fasta,PP952455.1,"Brugmansia aurea chloroplast, complete genome","PP952455.1 Brugmansia aurea chloroplast, complete genome"
PZ011229.fasta,PZ011229.1,"Bruguiera gymnorhiza chloroplast, complete genome","PZ011229.1 Bruguiera gymnorhiza chloroplast, complete genome"
PQ790046.fasta,PQ790046.1,"Bruguiera hainesii voucher CD-BH1 chloroplast, complete genome","PQ790046.1 Bruguiera hainesii voucher CD-BH1 chloroplast, complete genome"
PV409672.fasta,PV409672.1,"Brunsvigia grandiflora chloroplast, complete genome","PV409672.1 Brunsvigia grandiflora chloroplast, complete genome"
PZ098269.fasta,PZ098269.1,"Brylkinia caudata voucher US:4165687 chloroplast, complete genome","PZ098269.1 Brylkinia caudata voucher US:4165687 chloroplast, complete genome"
LC914692.1.fasta,LC914692.1,"Bryopsis sp. KO-2023 chloroplast DNA, complete genome","LC914692.1 Bryopsis sp. KO-2023 chloroplast DNA, complete genome"
PZ179616.1.fasta,PZ179616.1,"Bryum argenteum isolate N089 chloroplast, complete genome","PZ179616.1 Bryum argenteum isolate N089 chloroplast, complete genome"
PV626629.fasta,PV626629.1,"Bucephalandra sp. cultivar aurora chloroplast, complete genome","PV626629.1 Bucephalandra sp. cultivar aurora chloroplast, complete genome"
PX797483.fasta,PX797483.1,"Buchanania cochinchinensis chloroplast, complete genome","PX797483.1 Buchanania cochinchinensis chloroplast, complete genome"
PP056268.fasta,PP056268.1,"Buckleya henryi isolate ZSY0171 chloroplast, complete genome","PP056268.1 Buckleya henryi isolate ZSY0171 chloroplast, complete genome"
PX562731.fasta,PX562731.1,"Buglossoides arvensis chloroplast, complete genome","PX562731.1 Buglossoides arvensis chloroplast, complete genome"
PV409673.fasta,PV409673.1,"Bulbine bulbosa chloroplast, complete genome","PV409673.1 Bulbine bulbosa chloroplast, complete genome"
PQ276427.fasta,PQ276427.1,"Bulbophyllum chondriophorum voucher YJX870 chloroplast, complete genome","PQ276427.1 Bulbophyllum chondriophorum voucher YJX870 chloroplast, complete genome"
OR896899.fasta,OR896899.1,"Buphthalmum salicifolium subsp. salicifolium chloroplast, complete genome","OR896899.1 Buphthalmum salicifolium subsp. salicifolium chloroplast, complete genome"
OR778864.fasta,OR778864.1,"Bupleurum baimaense chloroplast, complete genome","OR778864.1 Bupleurum baimaense chloroplast, complete genome"
OR995346.fasta,OR995346.1,"Bupleurum chinense f. octoradiatum isolate BJ3 chloroplast, complete genome","OR995346.1 Bupleurum chinense f. octoradiatum isolate BJ3 chloroplast, complete genome"
PP003283.fasta,PP003283.1,"Bupleurum chinense f. vanheurckii isolate SDHY_1 chloroplast, complete genome","PP003283.1 Bupleurum chinense f. vanheurckii isolate SDHY_1 chloroplast, complete genome"
PV989638.fasta,PV989638.1,"Bupleurum chinense isolate 2811 chloroplast, complete genome","PV989638.1 Bupleurum chinense isolate 2811 chloroplast, complete genome"
OR778865.fasta,OR778865.1,"Bupleurum commelynoideum chloroplast, complete genome","OR778865.1 Bupleurum commelynoideum chloroplast, complete genome"
OR778866.fasta,OR778866.1,"Bupleurum commelynoideum var. flaviflorum isolate minxian chloroplast, complete genome","OR778866.1 Bupleurum commelynoideum var. flaviflorum isolate minxian chloroplast, complete genome"
PX571100.fasta,PX571100.1,"Bupleurum komarovianum chloroplast, complete genome","PX571100.1 Bupleurum komarovianum chloroplast, complete genome"
OR896876.fasta,OR896876.1,"Bupleurum petraeum chloroplast, complete genome","OR896876.1 Bupleurum petraeum chloroplast, complete genome"
OR811239.fasta,OR811239.1,"Bupleurum smithii chloroplast, complete genome","OR811239.1 Bupleurum smithii chloroplast, complete genome"
