accession,filename,size_bp,size_kb,size_mb
PX380644,PX380644.fasta,157622,157.62,0.158
PX380645,PX380645.fasta,156755,156.75,0.157
PX380646,PX380646.fasta,155890,155.89,0.156
PX380647,PX380647.fasta,155753,155.75,0.156
PX380648,PX380648.fasta,157159,157.16,0.157
PX380649,PX380649.fasta,155940,155.94,0.156
PX380650,PX380650.fasta,155855,155.85,0.156
PX380651,PX380651.fasta,155915,155.91,0.156
PX380652,PX380652.fasta,156019,156.02,0.156
PX380654,PX380654.fasta,154989,154.99,0.155
PX380655,PX380655.fasta,154228,154.23,0.154
PX380656,PX380656.fasta,154235,154.24,0.154
PX380657,PX380657.fasta,154314,154.31,0.154
PX380658,PX380658.fasta,154296,154.3,0.154
PX380659,PX380659.fasta,153830,153.83,0.154
PX380660,PX380660.fasta,154320,154.32,0.154
PX380666,PX380666.fasta,154149,154.15,0.154
PX380667,PX380667.fasta,154147,154.15,0.154
PX380668,PX380668.fasta,153936,153.94,0.154
PX380669,PX380669.fasta,153769,153.77,0.154
PX380670,PX380670.fasta,154137,154.14,0.154
PX380671,PX380671.fasta,154222,154.22,0.154
PX380672,PX380672.fasta,154145,154.15,0.154
PX380673,PX380673.fasta,154177,154.18,0.154
PX380676,PX380676.fasta,154210,154.21,0.154
PX380677,PX380677.fasta,154221,154.22,0.154
PX380678,PX380678.fasta,157326,157.33,0.157
PX388148,PX388148.fasta,153190,153.19,0.153
PX389917,PX389917.fasta,140453,140.45,0.14
PX390200,PX390200.fasta,151215,151.22,0.151
PX393107,PX393107.fasta,158414,158.41,0.158
PX394256,PX394256.fasta,151140,151.14,0.151
PX394257,PX394257.fasta,151812,151.81,0.152
PX394258,PX394258.fasta,163218,163.22,0.163
PX394520,PX394520.fasta,151043,151.04,0.151
PX394654,PX394654.fasta,154460,154.46,0.154
PX394660,PX394660.fasta,161545,161.54,0.162
PX395651,PX395651.fasta,155539,155.54,0.156
PX395654,PX395654.fasta,155893,155.89,0.156
PX395922,PX395922.fasta,160140,160.14,0.16
PX395923,PX395923.fasta,160593,160.59,0.161
PX395924,PX395924.fasta,159245,159.25,0.159
PX395925,PX395925.fasta,160535,160.53,0.161
PX396002,PX396002.fasta,159134,159.13,0.159
PX396003,PX396003.fasta,159510,159.51,0.16
PX396005,PX396005.fasta,159123,159.12,0.159
PX396006,PX396006.fasta,132800,132.8,0.133
PX396007,PX396007.fasta,159032,159.03,0.159
PX396008,PX396008.fasta,159804,159.8,0.16
PX396009,PX396009.fasta,158899,158.9,0.159
PX396010,PX396010.fasta,159228,159.23,0.159
PX396011,PX396011.fasta,158757,158.76,0.159
PX396012,PX396012.fasta,159143,159.14,0.159
PX396014,PX396014.fasta,159085,159.09,0.159
PX396015,PX396015.fasta,158794,158.79,0.159
PX396016,PX396016.fasta,159034,159.03,0.159
PX396017,PX396017.fasta,158227,158.23,0.158
PX396018,PX396018.fasta,158873,158.87,0.159
PX396019,PX396019.fasta,159035,159.03,0.159
PX396020,PX396020.fasta,158106,158.11,0.158
PX396021,PX396021.fasta,159035,159.03,0.159
PX396022,PX396022.fasta,159154,159.15,0.159
PX396023,PX396023.fasta,159002,159.0,0.159
PX396024,PX396024.fasta,159199,159.2,0.159
PX398768,PX398768.fasta,148086,148.09,0.148
PX399453,PX399453.fasta,169027,169.03,0.169
PX400300,PX400300.fasta,163314,163.31,0.163
PX400301,PX400301.fasta,156591,156.59,0.157
PX404588,PX404588.fasta,159843,159.84,0.16
PX406250,PX406250.fasta,153600,153.6,0.154
PX406251,PX406251.fasta,152198,152.2,0.152
PX406252,PX406252.fasta,153570,153.57,0.154
PX406253,PX406253.fasta,152397,152.4,0.152
PX406254,PX406254.fasta,155878,155.88,0.156
PX406255,PX406255.fasta,153202,153.2,0.153
PX406256,PX406256.fasta,154636,154.64,0.155
PX406257,PX406257.fasta,154814,154.81,0.155
PX406258,PX406258.fasta,153199,153.2,0.153
PX406260,PX406260.fasta,150169,150.17,0.15
PX409047,PX409047.fasta,156275,156.28,0.156
PX409048,PX409048.fasta,156273,156.27,0.156
PX409049,PX409049.fasta,156336,156.34,0.156
PX409050,PX409050.fasta,156395,156.4,0.156
PX409051,PX409051.fasta,156266,156.27,0.156
PX411857,PX411857.fasta,167691,167.69,0.168
PX412911,PX412911.fasta,163015,163.01,0.163
PX413109,PX413109.1.fasta,202212,202.21,0.202
PX413282,PX413282.fasta,159664,159.66,0.16
PX413283,PX413283.fasta,159782,159.78,0.16
PX413284,PX413284.fasta,159771,159.77,0.16
PX413285,PX413285.fasta,159858,159.86,0.16
PX413287,PX413287.fasta,159826,159.83,0.16
PX413288,PX413288.fasta,159805,159.81,0.16
PX413289,PX413289.fasta,159973,159.97,0.16
PX413290,PX413290.fasta,159858,159.86,0.16
PX413291,PX413291.fasta,159807,159.81,0.16
PX413292,PX413292.fasta,159882,159.88,0.16
PX413293,PX413293.fasta,159815,159.81,0.16
PX413298,PX413298.fasta,159771,159.77,0.16
PX413299,PX413299.fasta,159811,159.81,0.16
PX414090,PX414090.fasta,156038,156.04,0.156
PX414094,PX414094.fasta,156248,156.25,0.156
PX414095,PX414095.fasta,156121,156.12,0.156
PX414097,PX414097.fasta,155291,155.29,0.155
PX414100,PX414100.fasta,156013,156.01,0.156
PX414104,PX414104.fasta,155388,155.39,0.155
PX421529,PX421529.1.fasta,120580,120.58,0.121
PX421530,PX421530.1.fasta,123576,123.58,0.124
PX421531,PX421531.1.fasta,125931,125.93,0.126
PX421532,PX421532.1.fasta,126538,126.54,0.127
PX421566,PX421566.fasta,151306,151.31,0.151
PX421575,PX421575.fasta,157840,157.84,0.158
PX422680,PX422680.fasta,153584,153.58,0.154
PX425319,PX425319.fasta,155302,155.3,0.155
PX425320,PX425320.fasta,155211,155.21,0.155
PX425321,PX425321.fasta,155161,155.16,0.155
PX425322,PX425322.fasta,155156,155.16,0.155
PX427673,PX427673.fasta,149050,149.05,0.149
PX427674,PX427674.fasta,149054,149.05,0.149
PX427808,PX427808.fasta,139461,139.46,0.139
PX427815,PX427815.fasta,152155,152.16,0.152
PX427817,PX427817.fasta,152065,152.06,0.152
PX427819,PX427819.fasta,151858,151.86,0.152
PX427820,PX427820.fasta,152896,152.9,0.153
PX427821,PX427821.fasta,152060,152.06,0.152
PX427823,PX427823.fasta,152046,152.05,0.152
PX427826,PX427826.fasta,152116,152.12,0.152
PX427827,PX427827.fasta,151599,151.6,0.152
PX427828,PX427828.fasta,151071,151.07,0.151
PX427831,PX427831.fasta,152075,152.07,0.152
PX427833,PX427833.fasta,151705,151.71,0.152
PX427834,PX427834.fasta,151996,152.0,0.152
PX427837,PX427837.fasta,151701,151.7,0.152
PX427838,PX427838.fasta,152116,152.12,0.152
PX427839,PX427839.fasta,151073,151.07,0.151
PX427840,PX427840.fasta,151573,151.57,0.152
PX427841,PX427841.fasta,151973,151.97,0.152
PX430557,PX430557.fasta,163321,163.32,0.163
PX436092,PX436092.fasta,149956,149.96,0.15
PX436093,PX436093.fasta,148994,148.99,0.149
PX436094,PX436094.fasta,149052,149.05,0.149
PX436132,PX436132.fasta,152621,152.62,0.153
PX438587,PX438587.fasta,152283,152.28,0.152
PX438801,PX438801.fasta,163911,163.91,0.164
PX501750,PX501750.fasta,159073,159.07,0.159
PX501751,PX501751.fasta,158985,158.99,0.159
PX501752,PX501752.fasta,177536,177.54,0.178
PX501753,PX501753.fasta,159072,159.07,0.159
PX501754,PX501754.fasta,159362,159.36,0.159
PX501755,PX501755.fasta,160650,160.65,0.161
PX501756,PX501756.fasta,149201,149.2,0.149
PX501757,PX501757.fasta,152982,152.98,0.153
PX501758,PX501758.fasta,153383,153.38,0.153
PX501760,PX501760.fasta,162782,162.78,0.163
PX501761,PX501761.fasta,153434,153.43,0.153
PX501762,PX501762.fasta,153144,153.14,0.153
PX501763,PX501763.fasta,160666,160.67,0.161
PX501764,PX501764.fasta,159073,159.07,0.159
PX502309,PX502309.fasta,147236,147.24,0.147
PX503656,PX503656.fasta,160441,160.44,0.16
PX503672,PX503672.fasta,150582,150.58,0.151
PX504240,PX504240.fasta,154358,154.36,0.154
PX505290,PX505290.fasta,153203,153.2,0.153
PX505291,PX505291.fasta,153547,153.55,0.154
PX505292,PX505292.fasta,153198,153.2,0.153
PX505293,PX505293.fasta,153577,153.58,0.154
PX505294,PX505294.fasta,153198,153.2,0.153
PX505513,PX505513.fasta,153453,153.45,0.153
PX505514,PX505514.fasta,152390,152.39,0.152
PX505515,PX505515.fasta,152517,152.52,0.153
PX505516,PX505516.fasta,152391,152.39,0.152
PX505517,PX505517.fasta,153550,153.55,0.154
PX505518,PX505518.fasta,152396,152.4,0.152
PX505519,PX505519.fasta,152410,152.41,0.152
PX505520,PX505520.fasta,153002,153.0,0.153
PX505521,PX505521.fasta,150612,150.61,0.151
PX505522,PX505522.fasta,151278,151.28,0.151
PX505523,PX505523.fasta,151296,151.3,0.151
PX505525,PX505525.fasta,155046,155.05,0.155
PX508261,PX508261.fasta,123115,123.11,0.123
PX508299,PX508299.fasta,175133,175.13,0.175
PX508303,PX508303.fasta,155087,155.09,0.155
PX508913,PX508913.fasta,152964,152.96,0.153
PX508916,PX508916.fasta,154668,154.67,0.155
PX508951,PX508951.fasta,169569,169.57,0.17
PX509271,PX509271.fasta,152958,152.96,0.153
PX512360,PX512360.1.fasta,184093,184.09,0.184
PX512361,PX512361.1.fasta,184793,184.79,0.185
PX512362,PX512362.1.fasta,197076,197.08,0.197
PX512363,PX512363.1.fasta,185496,185.5,0.185
PX512378,PX512378.fasta,154987,154.99,0.155
PX512379,PX512379.fasta,160879,160.88,0.161
PX512474,PX512474.fasta,122708,122.71,0.123
PX512475,PX512475.fasta,154793,154.79,0.155
PX512476,PX512476.fasta,154872,154.87,0.155
PX512477,PX512477.fasta,154680,154.68,0.155
PX512535,PX512535.1.fasta,186201,186.2,0.186
PX512536,PX512536.1.fasta,178665,178.66,0.179
PX512537,PX512537.1.fasta,175331,175.33,0.175
PX512538,PX512538.1.fasta,175332,175.33,0.175
PX512539,PX512539.1.fasta,186257,186.26,0.186
PX512540,PX512540.1.fasta,180843,180.84,0.181
PX512541,PX512541.1.fasta,171270,171.27,0.171
PX512542,PX512542.1.fasta,166932,166.93,0.167
PX512543,PX512543.1.fasta,168159,168.16,0.168
PX512544,PX512544.1.fasta,168103,168.1,0.168
PX512545,PX512545.1.fasta,171509,171.51,0.172
PX512546,PX512546.1.fasta,186093,186.09,0.186
PX512547,PX512547.1.fasta,170796,170.8,0.171
PX512548,PX512548.1.fasta,203945,203.94,0.204
PX512549,PX512549.1.fasta,208184,208.18,0.208
PX512550,PX512550.1.fasta,179623,179.62,0.18
PX512551,PX512551.1.fasta,167559,167.56,0.168
PX512552,PX512552.1.fasta,167578,167.58,0.168
PX512553,PX512553.1.fasta,166827,166.83,0.167
PX512554,PX512554.1.fasta,198867,198.87,0.199
PX512555,PX512555.1.fasta,200459,200.46,0.2
PX512556,PX512556.1.fasta,193431,193.43,0.193
PX512557,PX512557.1.fasta,242214,242.21,0.242
PX512558,PX512558.1.fasta,208400,208.4,0.208
PX512559,PX512559.1.fasta,208308,208.31,0.208
PX512671,PX512671.1.fasta,298895,298.89,0.299
PX512672,PX512672.1.fasta,552967,552.97,0.553
PX512673,PX512673.1.fasta,553457,553.46,0.553
PX512824,PX512824.fasta,154508,154.51,0.155
PX516262,PX516262.fasta,152471,152.47,0.152
PX516301,PX516301.fasta,151547,151.55,0.152
PX523131,PX523131.fasta,164605,164.6,0.165
PX526263,PX526263.fasta,153041,153.04,0.153
PX527522,PX527522.fasta,159208,159.21,0.159
PX530810,PX530810.fasta,158611,158.61,0.159
PX547999,PX547999.fasta,155315,155.31,0.155
PX548365,PX548365.fasta,150870,150.87,0.151
PX549371,PX549371.fasta,167769,167.77,0.168
PX549372,PX549372.fasta,167342,167.34,0.167
PX549438,PX549438.fasta,147679,147.68,0.148
PX549439,PX549439.fasta,147663,147.66,0.148
PX549440,PX549440.fasta,148149,148.15,0.148
PX549441,PX549441.fasta,147426,147.43,0.147
PX549442,PX549442.fasta,147572,147.57,0.148
PX549443,PX549443.fasta,147691,147.69,0.148
PX549444,PX549444.fasta,147995,148.0,0.148
PX549445,PX549445.fasta,148315,148.31,0.148
PX549447,PX549447.fasta,148074,148.07,0.148
PX549448,PX549448.fasta,147087,147.09,0.147
PX549449,PX549449.fasta,157461,157.46,0.157
PX549914,PX549914.fasta,151013,151.01,0.151
PX552231,PX552231.fasta,158345,158.34,0.158
PX562731,PX562731.fasta,151051,151.05,0.151
PX562783,PX562783.fasta,156969,156.97,0.157
PX562784,PX562784.fasta,160255,160.25,0.16
PX562857,PX562857.fasta,159374,159.37,0.159
PX569150,PX569150.fasta,169893,169.89,0.17
PX569468,PX569468.fasta,151323,151.32,0.151
PX570609,PX570609.fasta,163988,163.99,0.164
PX570610,PX570610.fasta,151409,151.41,0.151
PX570735,PX570735.fasta,144261,144.26,0.144
PX571100,PX571100.fasta,155835,155.84,0.156
PX582131,PX582131.fasta,171802,171.8,0.172
PX582132,PX582132.fasta,171644,171.64,0.172
PX591007,PX591007.fasta,151073,151.07,0.151
PX591894,PX591894.fasta,156149,156.15,0.156
PX593256,PX593256.fasta,152251,152.25,0.152
PX593257,PX593257.fasta,152223,152.22,0.152
PX619179,PX619179.fasta,159684,159.68,0.16
PX633638,PX633638.fasta,162041,162.04,0.162
PX641347,PX641347.fasta,154967,154.97,0.155
PX641352,PX641352.fasta,154892,154.89,0.155
PX644693,PX644693.fasta,160349,160.35,0.16
PX644753,PX644753.fasta,157381,157.38,0.157
PX644754,PX644754.fasta,157642,157.64,0.158
PX644816,PX644816.fasta,153918,153.92,0.154
PX644817,PX644817.fasta,154117,154.12,0.154
PX645512,PX645512.fasta,152451,152.45,0.152
PX645513,PX645513.fasta,156361,156.36,0.156
PX647581,PX647581.fasta,150581,150.58,0.151
PX648170,PX648170.fasta,152685,152.69,0.153
PX648172,PX648172.fasta,152393,152.39,0.152
PX648173,PX648173.fasta,152418,152.42,0.152
PX648174,PX648174.fasta,152650,152.65,0.153
PX648175,PX648175.fasta,152851,152.85,0.153
PX648185,PX648185.fasta,152709,152.71,0.153
PX648295,PX648295.fasta,146837,146.84,0.147
PX651954,PX651954.fasta,151215,151.22,0.151
PX652177,PX652177.fasta,135066,135.07,0.135
PX652196,PX652196.fasta,122540,122.54,0.123
PX652373,PX652373.fasta,150538,150.54,0.151
PX652374,PX652374.fasta,150430,150.43,0.15
PX652375,PX652375.fasta,150575,150.57,0.151
PX659751,PX659751.fasta,150441,150.44,0.15
PX659753,PX659753.fasta,150490,150.49,0.15
PX659840,PX659840.fasta,150989,150.99,0.151
PX659841,PX659841.fasta,150811,150.81,0.151
PX659842,PX659842.fasta,124578,124.58,0.125
PX665995,PX665995.fasta,157489,157.49,0.157
PX666000,PX666000.fasta,151270,151.27,0.151
PX666003,PX666003.fasta,151321,151.32,0.151
PX666086,PX666086.fasta,151180,151.18,0.151
PX666091,PX666091.fasta,178282,178.28,0.178
PX672992,PX672992.fasta,139666,139.67,0.14
PX673137,PX673137.fasta,132781,132.78,0.133
PX673849,PX673849.fasta,158284,158.28,0.158
PX673853,PX673853.fasta,159682,159.68,0.16
PX673854,PX673854.fasta,151580,151.58,0.152
PX673993,PX673993.fasta,146244,146.24,0.146
PX673994,PX673994.1.fasta,139868,139.87,0.14
PX682254,PX682254.fasta,156009,156.01,0.156
PX682502,PX682502.fasta,152012,152.01,0.152
PX683778,PX683778.fasta,172779,172.78,0.173
PX683780,PX683780.fasta,151075,151.07,0.151
PX686326,PX686326.fasta,156515,156.51,0.157
PX686327,PX686327.fasta,155922,155.92,0.156
PX686328,PX686328.fasta,156111,156.11,0.156
PX686329,PX686329.fasta,155711,155.71,0.156
PX686330,PX686330.fasta,157328,157.33,0.157
PX686331,PX686331.fasta,155752,155.75,0.156
PX686332,PX686332.fasta,154080,154.08,0.154
PX686333,PX686333.fasta,154280,154.28,0.154
PX686334,PX686334.fasta,155984,155.98,0.156
PX686335,PX686335.fasta,158085,158.09,0.158
PX694235,PX694235.fasta,160530,160.53,0.161
PX694236,PX694236.fasta,160280,160.28,0.16
PX694237,PX694237.fasta,163121,163.12,0.163
PX694238,PX694238.fasta,161960,161.96,0.162
PX694239,PX694239.fasta,161868,161.87,0.162
PX694241,PX694241.fasta,161061,161.06,0.161
PX694242,PX694242.fasta,160502,160.5,0.161
PX694243,PX694243.fasta,160549,160.55,0.161
PX694244,PX694244.fasta,162159,162.16,0.162
PX694246,PX694246.fasta,163047,163.05,0.163
PX694247,PX694247.fasta,161092,161.09,0.161
PX694248,PX694248.fasta,161856,161.86,0.162
PX694249,PX694249.fasta,162256,162.26,0.162
PX694252,PX694252.fasta,161038,161.04,0.161
PX694255,PX694255.fasta,160357,160.36,0.16
PX694256,PX694256.fasta,160068,160.07,0.16
PX694257,PX694257.fasta,161249,161.25,0.161
PX694259,PX694259.fasta,161058,161.06,0.161
PX694260,PX694260.fasta,161730,161.73,0.162
PX694261,PX694261.fasta,160899,160.9,0.161
PX694262,PX694262.fasta,160233,160.23,0.16
PX694264,PX694264.fasta,163597,163.6,0.164
PX694265,PX694265.fasta,160902,160.9,0.161
PX694266,PX694266.fasta,160324,160.32,0.16
PX694267,PX694267.fasta,160182,160.18,0.16
PX694268,PX694268.fasta,160223,160.22,0.16
PX694279,PX694279.fasta,161249,161.25,0.161
PX696630,PX696630.fasta,160188,160.19,0.16
PX696641,PX696641.fasta,160239,160.24,0.16
PX696961,PX696961.fasta,158101,158.1,0.158
PX696983,PX696983.fasta,161009,161.01,0.161
PX697006,PX697006.fasta,177025,177.03,0.177
PX703143,PX703143.1.fasta,137379,137.38,0.137
PX703144,PX703144.1.fasta,137564,137.56,0.138
PX703145,PX703145.1.fasta,137571,137.57,0.138
PX703146,PX703146.1.fasta,137267,137.27,0.137
PX703147,PX703147.1.fasta,137678,137.68,0.138
PX703148,PX703148.1.fasta,137678,137.68,0.138
PX703149,PX703149.1.fasta,137347,137.35,0.137
PX703150,PX703150.1.fasta,137345,137.34,0.137
PX703151,PX703151.1.fasta,138156,138.16,0.138
PX703152,PX703152.1.fasta,137743,137.74,0.138
PX703153,PX703153.1.fasta,137939,137.94,0.138
PX703154,PX703154.1.fasta,137631,137.63,0.138
PX703155,PX703155.1.fasta,137554,137.55,0.138
PX703156,PX703156.1.fasta,137574,137.57,0.138
PX703157,PX703157.1.fasta,138005,138.0,0.138
PX703158,PX703158.1.fasta,137841,137.84,0.138
PX703159,PX703159.1.fasta,137809,137.81,0.138
PX703160,PX703160.1.fasta,137809,137.81,0.138
PX703161,PX703161.1.fasta,137841,137.84,0.138
PX703162,PX703162.1.fasta,137842,137.84,0.138
PX703163,PX703163.1.fasta,137500,137.5,0.138
PX705446,PX705446.fasta,160564,160.56,0.161
PX710723,PX710723.fasta,168728,168.73,0.169
PX710923,PX710923.fasta,156331,156.33,0.156
PX711948,PX711948.fasta,123542,123.54,0.124
PX711949,PX711949.fasta,123551,123.55,0.124
PX712069,PX712069.fasta,177210,177.21,0.177
PX712345,PX712345.fasta,159826,159.83,0.16
PX724625,PX724625.fasta,157887,157.89,0.158
PX724626,PX724626.fasta,158081,158.08,0.158
PX724627,PX724627.fasta,158357,158.36,0.158
PX724628,PX724628.fasta,158113,158.11,0.158
PX724629,PX724629.fasta,158113,158.11,0.158
PX724630,PX724630.fasta,158072,158.07,0.158
PX724631,PX724631.fasta,158116,158.12,0.158
PX724908,PX724908.fasta,158077,158.08,0.158
PX733921,PX733921.fasta,152709,152.71,0.153
PX733922,PX733922.fasta,152574,152.57,0.153
PX733955,PX733955.fasta,134502,134.5,0.135
PX741072,PX741072.fasta,153158,153.16,0.153
PX752859,PX752859.fasta,153250,153.25,0.153
PX752860,PX752860.fasta,151979,151.98,0.152
PX752861,PX752861.fasta,153186,153.19,0.153
PX752862,PX752862.fasta,152601,152.6,0.153
PX752863,PX752863.fasta,152807,152.81,0.153
PX752864,PX752864.fasta,153228,153.23,0.153
PX753853,PX753853.fasta,156086,156.09,0.156
PX754132,PX754132.fasta,156507,156.51,0.157
PX754581,PX754581.fasta,124633,124.63,0.125
PX754582,PX754582.fasta,123600,123.6,0.124
PX759427,PX759427.fasta,152394,152.39,0.152
PX763611,PX763611.1.fasta,160125,160.12,0.16
PX763726,PX763726.fasta,160107,160.11,0.16
PX763733,PX763733.fasta,160136,160.14,0.16
PX763757,PX763757.fasta,160138,160.14,0.16
PX763759,PX763759.fasta,160080,160.08,0.16
PX763804,PX763804.fasta,160238,160.24,0.16
PX763818,PX763818.fasta,160239,160.24,0.16
PX763841,PX763841.fasta,160232,160.23,0.16
PX763850,PX763850.fasta,159857,159.86,0.16
PX763876,PX763876.fasta,160246,160.25,0.16
PX763891,PX763891.fasta,160069,160.07,0.16
PX763892,PX763892.fasta,160212,160.21,0.16
PX763895,PX763895.fasta,160213,160.21,0.16
PX763903,PX763903.fasta,160213,160.21,0.16
PX764269,PX764269.fasta,152370,152.37,0.152
PX769913,PX769913.fasta,170657,170.66,0.171
PX776076,PX776076.fasta,151098,151.1,0.151
PX776077,PX776077.fasta,150202,150.2,0.15
PX776078,PX776078.fasta,151159,151.16,0.151
PX776104,PX776104.fasta,159262,159.26,0.159
PX776204,PX776204.fasta,148531,148.53,0.149
PX776205,PX776205.fasta,151146,151.15,0.151
PX776206,PX776206.fasta,150129,150.13,0.15
PX776207,PX776207.fasta,154062,154.06,0.154
PX776208,PX776208.fasta,151857,151.86,0.152
PX776209,PX776209.fasta,151168,151.17,0.151
PX776210,PX776210.fasta,149113,149.11,0.149
PX776211,PX776211.fasta,146134,146.13,0.146
PX776296,PX776296.fasta,160317,160.32,0.16
PX776348,PX776348.fasta,152716,152.72,0.153
PX778779,PX778779.fasta,154842,154.84,0.155
PX781195,PX781195.fasta,158062,158.06,0.158
PX781441,PX781441.fasta,157327,157.33,0.157
PX794969,PX794969.fasta,135080,135.08,0.135
PX794973,PX794973.fasta,135178,135.18,0.135
PX794984,PX794984.fasta,135164,135.16,0.135
PX794996,PX794996.fasta,135039,135.04,0.135
PX794999,PX794999.fasta,135080,135.08,0.135
PX795004,PX795004.fasta,135092,135.09,0.135
PX795008,PX795008.fasta,135052,135.05,0.135
PX797413,PX797413.fasta,147365,147.37,0.147
PX797483,PX797483.fasta,158990,158.99,0.159
PX797484,PX797484.fasta,157887,157.89,0.158
PX800900,PX800900.fasta,160302,160.3,0.16
PX802351,PX802351.fasta,165509,165.51,0.166
PX804860,PX804860.fasta,155029,155.03,0.155
PX804935,PX804935.fasta,159915,159.91,0.16
PX804936,PX804936.fasta,172957,172.96,0.173
PX826413,PX826413.1.fasta,122329,122.33,0.122
PX828354,PX828354.fasta,156557,156.56,0.157
PX828355,PX828355.fasta,156112,156.11,0.156
PX828356,PX828356.fasta,156127,156.13,0.156
PX828357,PX828357.fasta,157197,157.2,0.157
PX828358,PX828358.fasta,157573,157.57,0.158
PX828359,PX828359.fasta,157622,157.62,0.158
PX831860,PX831860.fasta,152368,152.37,0.152
PX833238,PX833238.fasta,160037,160.04,0.16
PX833239,PX833239.fasta,160107,160.11,0.16
PX833240,PX833240.fasta,160230,160.23,0.16
PX833242,PX833242.fasta,160169,160.17,0.16
PX833244,PX833244.fasta,160113,160.11,0.16
PX833245,PX833245.fasta,160230,160.23,0.16
PX833246,PX833246.fasta,159846,159.85,0.16
PX833247,PX833247.fasta,160136,160.14,0.16
PX833249,PX833249.fasta,160200,160.2,0.16
PX833250,PX833250.fasta,160095,160.09,0.16
PX833251,PX833251.fasta,160107,160.11,0.16
PX833257,PX833257.fasta,179466,179.47,0.179
PX842504,PX842504.fasta,152334,152.33,0.152
PX843639,PX843639.fasta,151876,151.88,0.152
PX851737,PX851737.fasta,157098,157.1,0.157
PX851741,PX851741.fasta,156071,156.07,0.156
PX852198,PX852198.fasta,173034,173.03,0.173
PX870151,PX870151.fasta,159700,159.7,0.16
PX870152,PX870152.fasta,159971,159.97,0.16
PX870807,PX870807.fasta,152262,152.26,0.152
PX872517,PX872517.fasta,161837,161.84,0.162
PX872519,PX872519.fasta,157171,157.17,0.157
PX872556,PX872556.fasta,171894,171.89,0.172
PX878715,PX878715.fasta,153538,153.54,0.154
PX878805,PX878805.fasta,125934,125.93,0.126
PX878886,PX878886.fasta,160499,160.5,0.16
PX891042,PX891042.fasta,156899,156.9,0.157
PX893070,PX893070.1.fasta,153924,153.92,0.154
PX893663,PX893663.fasta,156957,156.96,0.157
PX899747,PX899747.fasta,170565,170.56,0.171
PX899748,PX899748.fasta,166885,166.88,0.167
PX904544,PX904544.fasta,154509,154.51,0.155
PX910022,PX910022.fasta,151387,151.39,0.151
PX910298,PX910298.fasta,154324,154.32,0.154
PX910299,PX910299.fasta,153209,153.21,0.153
PX911599,PX911599.fasta,158873,158.87,0.159
PX915248,PX915248.fasta,152298,152.3,0.152
PX915249,PX915249.fasta,151365,151.37,0.151
PX915357,PX915357.fasta,126042,126.04,0.126
PX915360,PX915360.fasta,126239,126.24,0.126
PX921620,PX921620.fasta,156475,156.47,0.156
PX921649,PX921649.fasta,151538,151.54,0.152
PX921675,PX921675.fasta,143072,143.07,0.143
PX922769,PX922769.fasta,158365,158.37,0.158
PX923121,PX923121.fasta,152544,152.54,0.153
PX924388,PX924388.fasta,152227,152.23,0.152
PX924389,PX924389.fasta,152061,152.06,0.152
PX924390,PX924390.fasta,152973,152.97,0.153
PX924391,PX924391.fasta,152860,152.86,0.153
PX924392,PX924392.fasta,152236,152.24,0.152
PX924887,PX924887.fasta,157059,157.06,0.157
PX926115,PX926115.fasta,153978,153.98,0.154
PX926796,PX926796.fasta,160683,160.68,0.161
PX926898,PX926898.fasta,152515,152.51,0.153
PX927066,PX927066.fasta,157356,157.36,0.157
PX928789,PX928789.fasta,150880,150.88,0.151
PX928918,PX928918.fasta,122316,122.32,0.122
PX929580,PX929580.fasta,155265,155.26,0.155
PX929666,PX929666.fasta,149186,149.19,0.149
PX932178,PX932178.fasta,159656,159.66,0.16
PX933205,PX933205.1.fasta,119298,119.3,0.119
PX933206,PX933206.1.fasta,119298,119.3,0.119
PX939352,PX939352.fasta,151155,151.16,0.151
PX939970,PX939970.fasta,126924,126.92,0.127
PX943416,PX943416.fasta,134963,134.96,0.135
PX957146,PX957146.fasta,158685,158.69,0.159
PX957237,PX957237.fasta,156983,156.98,0.157
PX957621,PX957621.fasta,150404,150.4,0.15
PX959571,PX959571.fasta,163177,163.18,0.163
PX959588,PX959588.fasta,162913,162.91,0.163
PX961799,PX961799.fasta,159238,159.24,0.159
PX969651,PX969651.fasta,161277,161.28,0.161
PX969653,PX969653.fasta,152555,152.56,0.153
PX969667,PX969667.fasta,152039,152.04,0.152
PX971186,PX971186.fasta,155671,155.67,0.156
PX971240,PX971240.fasta,152149,152.15,0.152
PX971241,PX971241.fasta,152131,152.13,0.152
PX971242,PX971242.fasta,152084,152.08,0.152
PX971243,PX971243.fasta,152045,152.04,0.152
PX971244,PX971244.fasta,151340,151.34,0.151
PX971245,PX971245.fasta,151384,151.38,0.151
PX971246,PX971246.fasta,151338,151.34,0.151
PX971247,PX971247.fasta,151311,151.31,0.151
PX971248,PX971248.fasta,151218,151.22,0.151
PX971249,PX971249.fasta,151058,151.06,0.151
PX972515,PX972515.fasta,125075,125.08,0.125
PX972516,PX972516.fasta,125251,125.25,0.125
PX975500,PX975500.fasta,160787,160.79,0.161
PX975501,PX975501.fasta,160849,160.85,0.161
PX975914,PX975914.fasta,135766,135.77,0.136
PX975915,PX975915.fasta,135776,135.78,0.136
PX975916,PX975916.fasta,135711,135.71,0.136
PX975918,PX975918.fasta,135902,135.9,0.136
PX975920,PX975920.fasta,135922,135.92,0.136
PX975921,PX975921.fasta,135449,135.45,0.135
