accession,genome_size_bp,year,taxonomy_id,kingdom,phylum,class,order,family,genus,species,title
PQ309076,159405,2025,32202,NA,NA,NA,NA,NA,NA,NA,"Morus rubra voucher 034 chloroplast, complete genome"
PQ309075,159404,2025,32202,NA,NA,NA,NA,NA,NA,NA,"Morus rubra voucher 043 chloroplast, complete genome"
PQ309074,159403,2025,32202,NA,NA,NA,NA,NA,NA,NA,"Morus rubra voucher 025 chloroplast, complete genome"
PQ309073,159402,2025,32202,NA,NA,NA,NA,NA,NA,NA,"Morus rubra voucher 055 chloroplast, complete genome"
PQ309072,159396,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 31 chloroplast, complete genome"
PQ309071,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 41 chloroplast, complete genome"
PQ309070,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 37 chloroplast, complete genome"
PQ309069,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 26 chloroplast, complete genome"
PQ309068,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher #170 chloroplast, complete genome"
PQ309067,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 0100 chloroplast, complete genome"
PQ309066,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 052 chloroplast, complete genome"
PQ309065,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 051 chloroplast, complete genome"
PQ309064,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 049 chloroplast, complete genome"
PQ309063,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 046 chloroplast, complete genome"
PQ309062,159293,2025,3498,NA,NA,NA,NA,NA,NA,NA,"Morus alba voucher 014 chloroplast, complete genome"
PP262155,151286,2025,203019,NA,NA,NA,NA,NA,NA,NA,"Rhodiola yunnanensis isolate YNHJT chloroplast, complete genome"
PP262154,151618,2025,203000,NA,NA,NA,NA,NA,NA,NA,"Rhodiola chrysanthemifolia subsp. sacra isolate SDHJT chloroplast, complete genome"
PP262153,151606,2025,3080912,NA,NA,NA,NA,NA,NA,NA,"Rhodiola wallichiana var. cholaensis isolate DZCJHJT chloroplast, complete genome"
PP262152,151606,2025,203008,NA,NA,NA,NA,NA,NA,NA,"Rhodiola kirilowii isolate DQZJHJT01 chloroplast, complete genome"
PP262151,151853,2025,203005,NA,NA,NA,NA,NA,NA,NA,"Rhodiola himalensis isolate XMHJT chloroplast, complete genome"
PP262150,151729,2025,203004,NA,NA,NA,NA,NA,NA,NA,"Rhodiola heterodonta isolate XJYCHJT01 chloroplast, complete genome"
PP262149,151687,2025,1529567,NA,NA,NA,NA,NA,NA,NA,"Rhodiola litwinowii isolate XJHEHJT01 chloroplast, complete genome"
PP262148,151855,2025,3118452,NA,NA,NA,NA,NA,NA,NA,"Rhodiola cretinii subsp. sinoalpina isolate XJDHHJT01 chloroplast, complete genome"
PP262147,151882,2025,265354,NA,NA,NA,NA,NA,NA,NA,"Rhodiola sachalinensis isolate THKYHJT01-1 chloroplast, complete genome"
PP262146,151882,2025,332642,NA,NA,NA,NA,NA,NA,NA,"Rhodiola angusta isolate THCBHJT01 chloroplast, complete genome"
PP262145,151202,2025,203008,NA,NA,NA,NA,NA,NA,NA,"Rhodiola kirilowii isolate TBXYHJT01 chloroplast, complete genome"
PP262144,151560,2025,203002,NA,NA,NA,NA,NA,NA,NA,"Rhodiola dumulosa isolate TBXCHJT01 chloroplast, complete genome"
PP262143,151768,2025,487764,NA,NA,NA,NA,NA,NA,NA,"Rhodiola quadrifida isolate SLHJT chloroplast, complete genome"
PP262142,151647,2025,203000,NA,NA,NA,NA,NA,NA,NA,"Rhodiola chrysanthemifolia subsp. sacra isolate SDHJT02 chloroplast, complete genome"
PP262141,150893,2025,203008,NA,NA,NA,NA,NA,NA,NA,"Rhodiola kirilowii isolate QPXYHJT01 chloroplast, complete genome"
PP262140,151946,2025,203015,NA,NA,NA,NA,NA,NA,NA,"Rhodiola rosea isolate QPQWHJTM01 chloroplast, complete genome"
PP262139,151541,2025,203002,NA,NA,NA,NA,NA,NA,NA,"Rhodiola dumulosa isolate NXXCHJT01 chloroplast, complete genome"
PP262138,151334,2025,2338884,NA,NA,NA,NA,NA,NA,NA,"Rhodiola primuloides isolate DLBCHJT01 chloroplast, complete genome"
PP262137,151912,2025,242839,NA,NA,NA,NA,NA,NA,NA,"Rhodiola crenulata isolate DHHJT chloroplast, complete genome"
PP262136,151681,2025,1442770,NA,NA,NA,NA,NA,NA,NA,"Rhodiola forrestii isolate CYHJT chloroplast, complete genome"
PP262135,150932,2025,203018,NA,NA,NA,NA,NA,NA,NA,"Rhodiola wallichiana isolate CJHJT chloroplast, complete genome"
PP262134,151010,2025,203003,NA,NA,NA,NA,NA,NA,NA,"Rhodiola fastigiata isolate CBHJT chloroplast, complete genome"
PP262133,151350,2025,1442786,NA,NA,NA,NA,NA,NA,NA,"Rhodiola tieghemii isolate BTHJT chloroplast, complete genome"
PQ821705,159687,2025,3092757,NA,NA,NA,NA,NA,NA,NA,"Trollius micranthus chloroplast, complete genome"
PQ009220,149273,2025,331261,NA,NA,NA,NA,NA,NA,NA,"Vanda pumila chloroplast, complete genome"
PQ009219,146993,2025,997077,NA,NA,NA,NA,NA,NA,NA,"Vanda cristata chloroplast, complete genome"
PQ009218,149376,2025,331263,NA,NA,NA,NA,NA,NA,NA,"Vanda coerulea chloroplast, complete genome"
PQ009217,146340,2025,312809,NA,NA,NA,NA,NA,NA,NA,"Vanda ampullacea chloroplast, complete genome"
PQ009216,149273,2025,749323,NA,NA,NA,NA,NA,NA,NA,"Vanda alpina chloroplast, complete genome"
MN229512,156282,2019,189793,NA,NA,NA,NA,NA,NA,NA,"Tamarix hispida chloroplast, complete genome"
PV091126,141109,2025,154760,NA,NA,NA,NA,NA,NA,NA,"Saccharum longisetosum isolate YN2009-9 chloroplast, complete genome"
PV091125,141125,2025,154760,NA,NA,NA,NA,NA,NA,NA,"Saccharum longisetosum isolate YN2007-51 chloroplast, complete genome"
PV091124,141109,2025,154760,NA,NA,NA,NA,NA,NA,NA,"Saccharum longisetosum isolate YN82-93 chloroplast, complete genome"
PV091123,141109,2025,154760,NA,NA,NA,NA,NA,NA,NA,"Saccharum longisetosum isolate YN83-224 chloroplast, complete genome"
PV091122,141133,2025,154760,NA,NA,NA,NA,NA,NA,NA,"Saccharum longisetosum isolate GZ95-20 chloroplast, complete genome"
PV091121,141125,2025,908848,NA,NA,NA,NA,NA,NA,NA,"Tripidium rufipilum isolate YNKM2 chloroplast, complete genome"
PV091120,140862,2025,908848,NA,NA,NA,NA,NA,NA,NA,"Tripidium rufipilum isolate YN2009-3 chloroplast, complete genome"
PV019483,155973,2025,261426,NA,NA,NA,NA,NA,NA,NA,"Polygonatum verticillatum isolate TB23_001 chloroplast, complete genome"
PV008713,161732,2025,326968,NA,NA,NA,NA,NA,NA,NA,"Ziziphus jujuba voucher Z472 chloroplast, complete genome"
PV008712,158919,2025,1214907,NA,NA,NA,NA,NA,NA,NA,"Zelkova sinica voucher LLX2021032506 chloroplast, complete genome"
PV008711,157296,2025,3670,NA,NA,NA,NA,NA,NA,NA,"Luffa aegyptiaca voucher 2023-1 chloroplast, complete genome"
PV008710,153565,2025,3486,NA,NA,NA,NA,NA,NA,NA,"Humulus lupulus voucher 654301170808030LY chloroplast, complete genome"
PV008709,162897,2025,1489956,NA,NA,NA,NA,NA,NA,NA,"Ventilago harmandiana voucher BKF no.35203 chloroplast, complete genome"
PV008708,147515,2025,473050,NA,NA,NA,NA,NA,NA,NA,"Urtica urens voucher KDTOL10014 chloroplast, complete genome"
PV008707,159709,2025,233204,NA,NA,NA,NA,NA,NA,NA,"Ulmus laevis voucher SD375 chloroplast, complete genome"
PV008706,161352,2025,72166,NA,NA,NA,NA,NA,NA,NA,"Sageretia thea voucher 295848 chloroplast, complete genome"
PV008705,155785,2025,321593,NA,NA,NA,NA,NA,NA,NA,"Rubus coreanus voucher HGNU-0194 chloroplast, complete genome"
PV008704,156504,2025,74649,NA,NA,NA,NA,NA,NA,NA,"Rosa chinensis voucher E200007025_L01_369 chloroplast, complete genome"
PV026310,152442,2025,3398629,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Allium littoricola chloroplast, complete genome"
PV078025,154290,2025,389206,NA,NA,NA,NA,NA,NA,NA,"Mandragora autumnalis voucher personal collection:JeremyBechelli:03-SSU chloroplast, complete genome"
PV078024,155599,2025,33117,NA,NA,NA,NA,NA,NA,NA,"Mandragora officinarum voucher personal collection:JeremyBechelli:04-SSU chloroplast, complete genome"
PV078023,155594,2025,928738,NA,NA,NA,NA,NA,NA,NA,"Mandragora turcomanica voucher personal collection:JeremyBechelli:06-SSU chloroplast, complete genome"
PV021911,155189,2025,13443,NA,NA,NA,NA,NA,NA,NA,"Coffea arabica chloroplast, complete genome"
PP706111,159115,2024,3399765,NA,NA,NA,NA,NA,NA,NA,"Capparis spinosa var. deserti chloroplast, complete genome"
PV069752,161854,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Zabiele_124 chloroplast, complete genome"
PV069751,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Zabiele_123 chloroplast, complete genome"
PV069750,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Zabiele_121 chloroplast, complete genome"
PV069749,161872,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Kopytkowo_206 chloroplast, complete genome"
PV069748,161897,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Kopytkowo_197 chloroplast, complete genome"
PV069747,161897,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Biebrza_173 chloroplast, complete genome"
PV069746,161863,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Orzysz_133 chloroplast, complete genome"
PV069745,161836,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Orzysz_122 chloroplast, complete genome"
PV069744,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Orzysz_121 chloroplast, complete genome"
PV069743,161915,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Orzysz_120 chloroplast, complete genome"
PV069742,161885,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Kopna_Gora_106 chloroplast, complete genome"
PV069741,161930,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Kopna_Gora_105 chloroplast, complete genome"
PV069740,161930,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Kopna_Gora_103 chloroplast, complete genome"
PV069739,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Rudne_3R chloroplast, complete genome"
PV069738,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Rudne_2R chloroplast, complete genome"
PV074326,159236,2025,1453101,NA,NA,NA,NA,NA,NA,NA,"Morus alba var. atropurpurea cultivar Lunjiao40 chloroplast, complete genome"
PV026549,150384,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 075_Pv_PhI_PE chloroplast, complete genome"
PV026548,152292,2025,3884,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus lunatus isolate Pl_W_PE chloroplast, complete genome"
PV026547,150383,2025,3886,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus coccineus isolate Pc_11_W_MX chloroplast, complete genome"
PV026546,150153,2025,33129,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus acutifolius isolate Pa_W_MX chloroplast, complete genome"
PV026545,150266,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate P718a_Pv_AW_PE chloroplast, complete genome"
PV026544,150288,2025,3886,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus coccineus isolate Pc_14_W_MX chloroplast, complete genome"
PV026543,150452,2025,3886,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus coccineus isolate Pc_3_W_MX chloroplast, complete genome"
PV026542,150305,2025,3886,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus coccineus isolate Pc_18_W_MX chloroplast, complete genome"
PV026541,150274,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate id837fa7_Pv_MW_MX chloroplast, complete genome"
PV026540,150239,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate id837fa6_Pv_PhI_EC chloroplast, complete genome"
PV026539,151680,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate id837fa5_Pv_PhI_PE chloroplast, complete genome"
PV026538,150313,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 911_Pv_MW_MX chloroplast, complete genome"
PV026537,150282,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 887_Pv_MW_MX chloroplast, complete genome"
PV026536,150270,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 835_Pv_MW_MX chloroplast, complete genome"
PV026535,150258,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 081_Pv_MW_MX chloroplast, complete genome"
PV026534,150198,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 790_Pv_MW_HN chloroplast, complete genome"
PV026533,150199,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 787a_Pv_MW_GT chloroplast, complete genome"
PV026532,150235,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 078_Pv_PhI_EC chloroplast, complete genome"
PV026531,150282,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 076_Pv_MW_MX chloroplast, complete genome"
PV026530,150236,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 073_Pv_PhI_EC chloroplast, complete genome"
PV026529,151333,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 715_Pv_AW_PE chloroplast, complete genome"
PV026528,150384,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 069_Pv_MW_CO chloroplast, complete genome"
PV026527,150260,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 668a_Pv_AW_BO chloroplast, complete genome"
PV026526,150912,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 062_Pv_AW_PE chloroplast, complete genome"
PV026525,150217,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 059_Pv_MW_CR chloroplast, complete genome"
PV026524,150286,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 057_Pv_MW_MX chloroplast, complete genome"
PV026523,150259,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 056_Pv_MW_CO chloroplast, complete genome"
PV026522,150244,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 506_Pv_MW_MX chloroplast, complete genome"
PV026521,150266,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 505_Pv_MW_MX chloroplast, complete genome"
PV026520,151491,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 501_Pv_MW_MX chloroplast, complete genome"
PV026519,150281,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 044_Pv_MW_MX chloroplast, complete genome"
PV026518,150259,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 039_Pv_AW_AR chloroplast, complete genome"
PV026517,150263,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 033_Pv_AW_AR chloroplast, complete genome"
PV026516,151410,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 205_Pv_MW_MX chloroplast, complete genome"
PQ010637,158160,2025,156481,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Garcinia intermedia isolate N voucher TUH-004 chloroplast, complete genome"
PQ010636,156826,2025,3398096,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Moronobea riparia isolate M voucher TUH-003 chloroplast, complete genome"
PQ010635,166590,2025,198795,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Vismia baccifera isolate L voucher 25977 chloroplast, complete genome"
PQ010634,157279,2025,271750,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Cratoxylum maingayi isolate K voucher 13964 chloroplast, complete genome"
PQ010633,174661,2025,670092,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Harungana rubescens isolate J voucher S-14495 chloroplast, complete genome"
PQ010632,176170,2025,198768,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Harungana madagascariensis isolate I voucher MO-2697250 chloroplast, complete genome"
PQ010631,150935,2025,282563,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum calcicola isolate H voucher TUH-001 chloroplast, complete genome"
PQ010629,167482,2025,999597,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum fauriei isolate F voucher YNUHtja006 chloroplast, complete genome"
PQ010628,138163,2025,212239,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum patulum isolate E voucher YNUHhpa006 chloroplast, complete genome"
PQ010627,142029,2025,282537,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum chejuense isolate D voucher YNUHhch005 chloroplast, complete genome"
PQ010626,143167,2025,282539,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum erectum isolate C voucher YNUHher004 chloroplast, complete genome"
PQ010625,165190,2025,282542,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum japonicum isolate B voucher YNUHhja003 chloroplast, complete genome"
PQ010624,165288,2025,282546,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Hypericum laxum isolate A voucher YNUHhla002 chloroplast, complete genome"
PQ997912,148200,2025,82454,NA,NA,NA,NA,NA,NA,NA,"Abroma augustum chloroplast, complete genome"
PQ963378,148928,2025,3394374,NA,NA,NA,NA,NA,NA,NA,"Lespedeza sp. isolate 2023101903 chloroplast, complete genome"
PQ963377,149031,2025,3394374,NA,NA,NA,NA,NA,NA,NA,"Lespedeza sp. isolate HD25 chloroplast, complete genome"
PQ963207,162150,2025,284360,NA,NA,NA,NA,NA,NA,NA,"Rheum webbianum isolate Royle chloroplast, complete genome"
PQ963003,150896,2025,39297,NA,NA,NA,NA,NA,NA,NA,"Dracocephalum ruyschiana voucher UBU0038422 chloroplast, complete genome"
PV010959,150277,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 031_Pv_AW_AR chloroplast, complete genome"
PV010958,150285,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 016_Pv_MW_MX chloroplast, complete genome"
PV010957,150256,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 013_Pv_AW_PE chloroplast, complete genome"
PV010956,150249,2025,3885,NA,NA,NA,NA,NA,NA,NA,"UNVERIFIED: Phaseolus vulgaris isolate 010_Pv_MW_MX chloroplast, complete genome"
PQ878552,155020,2025,537128,NA,NA,NA,NA,NA,NA,NA,"Crucihimalaya rupicola isolate X-24-6-1 chloroplast, complete genome"
PQ873013,156189,2025,3366928,NA,NA,NA,NA,NA,NA,NA,"Aspidistra subrotata chloroplast, complete genome"
PV066214,161870,2025,387931,NA,NA,NA,NA,NA,NA,NA,"Anemone patens isolate Rudne_1R chloroplast, complete genome"
PV068279,169523,2025,3398245,NA,NA,NA,NA,NA,NA,NA,"Arisaema lackneri chloroplast, complete genome"
PQ723628,157476,2025,466245,NA,NA,NA,NA,NA,NA,NA,"Coelogyne uncata voucher MHLi or149 chloroplast, complete genome"
PQ723627,159244,2025,141748,NA,NA,NA,NA,NA,NA,NA,"Coelogyne tricallosa voucher MHLi or161 chloroplast, complete genome"
PQ723626,160096,2025,3393697,NA,NA,NA,NA,NA,NA,NA,"Coelogyne sp. voucher MHLi or164 chloroplast, complete genome"
PQ723625,159967,2025,1470454,NA,NA,NA,NA,NA,NA,NA,"Coelogyne prolifera voucher MHLi or155 chloroplast, complete genome"
PQ723624,159901,2025,71595,NA,NA,NA,NA,NA,NA,NA,"Coelogyne flaccida voucher MHLi or150 chloroplast, complete genome"
PQ723623,158056,2025,141728,NA,NA,NA,NA,NA,NA,NA,"Coelogyne fimbriata voucher MHLi or 167 chloroplast, complete genome"
PQ723622,159575,2025,1700958,NA,NA,NA,NA,NA,NA,NA,"Coelogyne bulleyia voucher MHLi or172 chloroplast, complete genome"
OR387683,159370,2023,289799,NA,NA,NA,NA,NA,NA,NA,"Cardiospermum halicacabum chloroplast, complete genome"
PQ838449,154286,2025,3391132,NA,NA,NA,NA,NA,NA,NA,"Primula fangii chloroplast, complete genome"
PQ838414,163327,2025,374957,NA,NA,NA,NA,NA,NA,NA,"Paris delavayi isolate PD chloroplast, complete genome"
PQ835412,160387,2025,3489,NA,NA,NA,NA,NA,NA,NA,"Artocarpus heterophyllus isolate YNHBLM chloroplast, complete genome"
PQ835411,160390,2025,3490,NA,NA,NA,NA,NA,NA,NA,"Artocarpus integer isolate LLBLM chloroplast, complete genome"
PQ835410,160387,2025,3489,NA,NA,NA,NA,NA,NA,NA,"Artocarpus heterophyllus isolate T8BLM chloroplast, complete genome"
PQ841432,161601,2025,714518,NA,NA,NA,NA,NA,NA,NA,"Ziziphus jujuba var. spinosa isolate CSL250103 chloroplast, complete genome"
PQ841431,161343,2025,714518,NA,NA,NA,NA,NA,NA,NA,"Ziziphus jujuba var. spinosa isolate WHL250103 chloroplast, complete genome"
PQ835030,155620,2025,942187,NA,NA,NA,NA,NA,NA,NA,"Lycium yunnanense isolate zlnmu2023281-3 voucher NMU02226 chloroplast, complete genome"
PQ835029,155620,2025,942187,NA,NA,NA,NA,NA,NA,NA,"Lycium yunnanense isolate zlnmu2023281-2 voucher NMU02225 chloroplast, complete genome"
PQ835028,155614,2025,942186,NA,NA,NA,NA,NA,NA,NA,"Lycium truncatum isolate zlnmu2023250-1 voucher NMU02132 chloroplast, complete genome"
PQ835027,155487,2025,942186,NA,NA,NA,NA,NA,NA,NA,"Lycium truncatum isolate zlnmu2023256-1 voucher NMU02150 chloroplast, complete genome"
PQ835026,154893,2025,112879,NA,NA,NA,NA,NA,NA,NA,"Lycium ruthenicum isolate zlnmu2022235-1 voucher NMU01154 chloroplast, complete genome"
PQ835025,154966,2025,112879,NA,NA,NA,NA,NA,NA,NA,"Lycium ruthenicum isolate zlnmu2022214-1 voucher NMU01091 chloroplast, complete genome"
PQ835024,154892,2025,1108001,NA,NA,NA,NA,NA,NA,NA,"Lycium qingshuiheense isolate zlnmu2022307-3 voucher NMU01367 chloroplast, complete genome"
PQ835023,154892,2025,1108001,NA,NA,NA,NA,NA,NA,NA,"Lycium qingshuiheense isolate zlnmu2022307-2 voucher NMU01366 chloroplast, complete genome"
PQ835022,154892,2025,3118957,NA,NA,NA,NA,NA,NA,NA,"Lycium ningxiaense isolate zlnmu2022234-3 voucher NMU01161 chloroplast, complete genome"
PQ835021,154892,2025,3118957,NA,NA,NA,NA,NA,NA,NA,"Lycium ningxiaense isolate zlnmu2022234-2 voucher NMU01160 chloroplast, complete genome"
PQ835020,155477,2025,942185,NA,NA,NA,NA,NA,NA,NA,"Lycium dasystemum isolate zlnmu2023271-1 voucher NMU02195 chloroplast, complete genome"
PQ835019,155662,2025,942185,NA,NA,NA,NA,NA,NA,NA,"Lycium dasystemum isolate zlnmu2023267-1 voucher NMU02183 chloroplast, complete genome"
PQ835018,155637,2025,3118956,NA,NA,NA,NA,NA,NA,NA,"Lycium dasystemum var. rubricaulium isolate zlnmu2023274-1 voucher NMU02204 chloroplast, complete genome"
PQ835017,155638,2025,3118956,NA,NA,NA,NA,NA,NA,NA,"Lycium dasystemum var. rubricaulium isolate zlnmu2023270-2 voucher NMU02192 chloroplast, complete genome"
PQ835016,155605,2025,1167620,NA,NA,NA,NA,NA,NA,NA,"Lycium cylindricum isolate zlnmu2023268-3 voucher NMU02187 chloroplast, complete genome"
PQ835015,155605,2025,1167620,NA,NA,NA,NA,NA,NA,NA,"Lycium cylindricum isolate zlnmu2023268-2 voucher NMU02186 chloroplast, complete genome"
PQ835014,154890,2025,2813721,NA,NA,NA,NA,NA,NA,NA,"Lycium sp. XW-2021 isolate zlnmu2023195-1 voucher NMU01969 chloroplast, complete genome"
PQ835013,154890,2025,2813721,NA,NA,NA,NA,NA,NA,NA,"Lycium sp. XW-2021 isolate zlnmu2023117-1 voucher NMU01735 chloroplast, complete genome"
PQ835012,155654,2025,2813722,NA,NA,NA,NA,NA,NA,NA,"Lycium chinense var. potaninii isolate zlnmu2023264-3 voucher NMU02175 chloroplast, complete genome"
PQ835011,155587,2025,2813722,NA,NA,NA,NA,NA,NA,NA,"Lycium chinense var. potaninii isolate zlnmu2023264-2 voucher NMU02174 chloroplast, complete genome"
PQ835010,155713,2025,112883,NA,NA,NA,NA,NA,NA,NA,"Lycium chinense isolate zlnmu2022302-2 voucher NMU01351 chloroplast, complete genome"
PQ835009,155713,2025,112883,NA,NA,NA,NA,NA,NA,NA,"Lycium chinense isolate zlnmu2022302-1 voucher NMU01351 chloroplast, complete genome"
PQ835008,154892,2025,1112053,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum var. implicatum isolate zlnmu2022293-3 voucher NMU01325 chloroplast, complete genome"
PQ835007,154892,2025,1112053,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum var. implicatum isolate zlnmu2022293-2 voucher NMU01324 chloroplast, complete genome"
PQ835006,155520,2025,1816538,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum var. auranticarpum isolate zlnmu2022215-2 voucher NMU01095 chloroplast, complete genome"
PQ835005,155662,2025,1816538,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum var. auranticarpum isolate zlnmu2022215-1 voucher NMU01094 chloroplast, complete genome"
PQ835004,155619,2025,112863,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum isolate zlnmu2022308-1 voucher NMU01369 chloroplast, complete genome"
PQ835003,155525,2025,112863,NA,NA,NA,NA,NA,NA,NA,"Lycium barbarum isolate zlnmu2022282-1 voucher NMU01291 chloroplast, complete genome"
PQ835002,155661,2025,1968205,NA,NA,NA,NA,NA,NA,NA,"Lycium amarum isolate zlnmu2023167-3 voucher NMU01886 chloroplast, complete genome"
PQ835001,155661,2025,1968205,NA,NA,NA,NA,NA,NA,NA,"Lycium amarum isolate zlnmu2023167-2 voucher NMU01885 chloroplast, complete genome"
